t,U
0.00977,-0.44561308
0.00978,0.69564502
0.00979,-0.64973465
0.00980,-1.68370430
0.00981,-0.25586984
0.00982,0.66423593
0.00983,-0.83697316
0.00984,-1.63736372
0.00985,-0.07232680
0.00986,0.60325855
0.00987,-1.01565350
0.00988,-1.56213732
0.00989,0.10035455
0.00990,0.51426154
0.00991,-1.18123770
0.00992,-1.45993565
0.00993,0.25778859
0.00994,0.39950515
0.00995,-1.32952040
0.00996,-1.33335434
0.00997,0.39597695
0.00998,0.26190389
0.00999,-1.45673563
0.01000,-1.18560819
0.01001,0.51141004
0.01002,0.10495243
0.01003,-1.55965249
0.01004,-1.02044954
0.01005,0.60115619
0.01006,-0.06736311
0.01007,-1.63565719
0.01008,-0.84207294
0.01009,0.66293608
0.01010,-0.25066639
0.01011,-1.68281941
0.01012,-0.65500866
0.01013,0.69518070
0.01014,-0.44030205
0.01015,-1.69994137
0.01016,-0.46400760
0.01017,0.69707112
0.01018,-0.63145386
0.01019,-1.68658822
0.01020,-0.27392065
0.01021,0.66855933
0.01022,-0.81926712
0.01023,-1.64309910
0.01024,-0.08957547
0.01025,0.61036945
0.01026,-0.99897190
0.01027,-1.57057851
0.01028,0.08434610
0.01029,0.52397933
0.01030,-1.16600420
0.01031,-1.47086825
0.01032,0.24342692
0.01033,0.41158303
0.01034,-1.31612189
0.01035,-1.34650070
0.01036,0.38362681
0.01037,0.27603512
0.01038,-1.44551240
0.01039,-1.20063442
0.01040,0.50138509
0.01041,0.12077811
0.01042,-1.55088957
0.01043,-1.03697402
0.01044,0.59371103
0.01045,-0.05024490
0.01046,-1.62957713
0.01047,-0.85967601
0.01048,0.65825980
0.01049,-0.23269041
0.01050,-1.67957663
0.01051,-0.67324324
0.01052,0.69339206
0.01053,-0.42192483
0.01054,-1.69961824
0.01055,-0.48241059
0.01056,0.69821555
0.01057,-0.61314214
0.01058,-1.68919294
0.01059,-0.29202465
0.01060,0.67260776
0.01061,-0.80148596
0.01062,-1.64856551
0.01063,-0.10692070
0.01064,0.61721906
0.01065,-0.98217289
0.01066,-1.57876777
0.01067,0.06820015
0.01068,0.53345617
0.01069,-1.15061399
0.01070,-1.48157240
0.01071,0.22889032
0.01072,0.42344642
0.01073,-1.30253135
0.01074,-1.35944787
0.01075,0.37106875
0.01076,0.28998374
0.01077,-1.43406668
0.01078,-1.21549580
0.01079,0.49112451
0.01080,0.13645772
0.01081,-1.54187937
0.01082,-1.05337216
0.01083,0.58600851
0.01084,-0.03323252
0.01085,-1.62323128
0.01086,-0.87719444
0.01087,0.65331098
0.01088,-0.21477733
0.01089,-1.67605630
0.01090,-0.69143706
0.01091,0.69132261
0.01092,-0.40356599
0.01093,-1.69901283
0.01094,-0.50081771
0.01095,0.69907804
0.01096,-0.59480379
0.01097,-1.69151783
0.01098,-0.31017760
0.01099,0.67638028
0.01100,-0.78363385
0.01101,-1.65376165
0.01102,-0.12435844
0.01103,0.62380579
0.01104,-0.96526042
0.01105,-1.58670320
0.01106,0.05192050
0.01107,0.54268983
0.01108,-1.13507069
